[Header]
TITLE,MPMS RSO Measurement
BYAPP,MPMS Measurement,1.1,Summary
FILEOPENTIME, 1773250747.226000 3/11/2026, 6:39:07 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.61,  Build 082

INFO, NAME, SSN103
INFO, WEIGHT, 0.000
INFO, AREA, 0.000
INFO, LENGTH, 0.000
INFO, SHAPE, 0
INFO, COMMENT, IP
INFO, SEQUENCE FILE: Seq_SSN103_300K_IP.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,10,11,19,20,21,22,23,35
FIELDGROUP,Transverse,1,2,3,4,12,13,14,15,16,17,18,24,25,26,27,28,35

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Offset (cm),Long Offset Std Dev,Long Algorithm,Long Reg Fit,Long Reg Factor,Trans Moment (emu),Trans Scan Std Dev,Trans Offset (cm),Trans Offset Std Dev,Trans Algorithm,Trans Reg Fit,Trans Reg Factor,Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Offset [w/o ABS] (cm),Long Offset Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Offset [w/o ABS] (cm),Trans Offset Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],RSO Position (deg),Amplitude (cm),Frequency,Cycles to Average,Scans per Measurement,Delta Temp (K),Error,EC Comp. Running,Using ABS,
1773252655.009,,1.500000e+003,2.999995e+002,2.726097e-004,0.000000e+000,5.660711e-003,0.000000e+000,3,8.971269e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773252771.817,,1.000000e+003,3.000038e+002,2.763259e-004,0.000000e+000,2.648847e-003,0.000000e+000,3,8.934053e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773252883.469,,5.000000e+002,2.999995e+002,2.815841e-004,0.000000e+000,8.710366e-003,0.000000e+000,3,9.058883e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773253009.390,,0.000000e+000,3.000038e+002,-1.737620e-004,0.000000e+000,-3.402738e-003,0.000000e+000,3,9.604647e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773253126.356,,-5.000000e+002,3.000038e+002,-2.792721e-004,0.000000e+000,4.828519e-003,0.000000e+000,3,9.775250e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773253243.768,,-1.000000e+003,2.999995e+002,-2.740182e-004,0.000000e+000,4.707023e-003,0.000000e+000,3,9.725162e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773253360.030,,-1.500000e+003,3.000082e+002,-2.691956e-004,0.000000e+000,4.832725e-003,0.000000e+000,3,9.728828e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773253481.340,,-2.000000e+003,3.000038e+002,-2.654186e-004,0.000000e+000,4.727336e-003,0.000000e+000,3,9.731539e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773253599.091,,-2.500000e+003,3.000038e+002,-2.605821e-004,0.000000e+000,5.292338e-003,0.000000e+000,3,9.722217e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773253712.261,,-3.000000e+003,2.999995e+002,-2.562615e-004,0.000000e+000,5.653103e-003,0.000000e+000,3,9.726971e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773253829.360,,-3.500000e+003,3.000038e+002,-2.520683e-004,0.000000e+000,5.945310e-003,0.000000e+000,3,9.715403e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773253941.997,,-4.000000e+003,2.999995e+002,-2.470327e-004,0.000000e+000,5.938902e-003,0.000000e+000,3,9.700354e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773254054.661,,-4.500000e+003,3.000038e+002,-2.429301e-004,0.000000e+000,6.617237e-003,0.000000e+000,3,9.700910e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773254167.330,,-5.000000e+003,3.000038e+002,-2.383945e-004,0.000000e+000,6.927673e-003,0.000000e+000,3,9.713752e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773254271.001,,-5.500000e+003,2.999995e+002,-2.330893e-004,0.000000e+000,6.259998e-003,0.000000e+000,3,9.666924e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773254375.569,,-6.000000e+003,3.000038e+002,-2.294822e-004,0.000000e+000,7.181929e-003,0.000000e+000,3,9.691833e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773254484.290,,-6.500000e+003,3.000038e+002,-2.246666e-004,0.000000e+000,7.146306e-003,0.000000e+000,3,9.671872e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773254598.192,,-7.000000e+003,3.000082e+002,-2.199453e-004,0.000000e+000,7.322350e-003,0.000000e+000,3,9.651887e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773254707.410,,-7.500000e+003,2.999995e+002,-2.156136e-004,0.000000e+000,8.000344e-003,0.000000e+000,3,9.664462e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773254816.653,,-8.000000e+003,3.000038e+002,-2.104984e-004,0.000000e+000,7.727853e-003,0.000000e+000,3,9.623123e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773254926.568,,-8.500000e+003,3.000038e+002,-2.062875e-004,0.000000e+000,8.553475e-003,0.000000e+000,3,9.623429e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773255036.209,,-9.000000e+003,3.000038e+002,-2.019413e-004,0.000000e+000,9.168494e-003,0.000000e+000,3,9.644064e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773255145.152,,-9.500000e+003,2.999995e+002,-1.974063e-004,0.000000e+000,9.471265e-003,0.000000e+000,3,9.618509e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773255249.843,,-1.000000e+004,3.000082e+002,-1.927625e-004,0.000000e+000,9.578557e-003,0.000000e+000,3,9.597682e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773255270.472,,-1.000000e+004,2.999995e+002,-1.926824e-004,0.000000e+000,9.417870e-003,0.000000e+000,3,9.616610e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773255384.951,,-9.500000e+003,3.000038e+002,-1.968401e-004,0.000000e+000,8.700305e-003,0.000000e+000,3,9.597787e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773255498.771,,-9.000000e+003,2.999995e+002,-2.019101e-004,0.000000e+000,8.981835e-003,0.000000e+000,3,9.640109e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773255607.156,,-8.500000e+003,3.000038e+002,-2.060549e-004,0.000000e+000,8.012489e-003,0.000000e+000,3,9.621738e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773255716.201,,-8.000000e+003,2.999995e+002,-2.106664e-004,0.000000e+000,7.821685e-003,0.000000e+000,3,9.637480e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773255825.772,,-7.500000e+003,3.000082e+002,-2.154908e-004,0.000000e+000,7.788983e-003,0.000000e+000,3,9.663972e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,1.730347e-002,0,,0,
1773255934.883,,-7.000000e+003,3.000038e+002,-2.194237e-004,0.000000e+000,6.843211e-003,0.000000e+000,3,9.651698e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773256043.935,,-6.500000e+003,3.000038e+002,-2.241951e-004,0.000000e+000,6.675717e-003,0.000000e+000,3,9.661170e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773256152.918,,-6.000000e+003,3.000082e+002,-2.291066e-004,0.000000e+000,6.530971e-003,0.000000e+000,3,9.684498e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773256261.613,,-5.500000e+003,3.000082e+002,-2.339053e-004,0.000000e+000,6.667266e-003,0.000000e+000,3,9.699230e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773256379.504,,-5.000000e+003,2.999995e+002,-2.382410e-004,0.000000e+000,6.332414e-003,0.000000e+000,3,9.700447e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773256493.352,,-4.500000e+003,3.000038e+002,-2.420391e-004,0.000000e+000,5.614777e-003,0.000000e+000,3,9.696431e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773256611.143,,-4.000000e+003,2.999995e+002,-2.471177e-004,0.000000e+000,5.684257e-003,0.000000e+000,3,9.704891e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773256723.527,,-3.500000e+003,3.000082e+002,-2.520737e-004,0.000000e+000,5.812910e-003,0.000000e+000,3,9.727393e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773256840.794,,-3.000000e+003,2.999995e+002,-2.561806e-004,0.000000e+000,5.500347e-003,0.000000e+000,3,9.737031e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773256953.174,,-2.500000e+003,3.000038e+002,-2.605985e-004,0.000000e+000,5.428677e-003,0.000000e+000,3,9.724847e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773257070.424,,-2.000000e+003,3.000038e+002,-2.655736e-004,0.000000e+000,5.628628e-003,0.000000e+000,3,9.755052e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773257187.445,,-1.500000e+003,3.000038e+002,-2.690938e-004,0.000000e+000,5.338536e-003,0.000000e+000,3,9.735512e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773257304.525,,-1.000000e+003,2.999995e+002,-2.744531e-004,0.000000e+000,5.230145e-003,0.000000e+000,3,9.748384e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773257421.314,,-5.000000e+002,3.000038e+002,-2.787381e-004,0.000000e+000,5.115631e-003,0.000000e+000,3,9.751803e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773257538.952,,0.000000e+000,2.999995e+002,8.504641e-005,0.000000e+000,-6.734606e-002,0.000000e+000,3,9.307111e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773257655.935,,5.000000e+002,3.000038e+002,2.767185e-004,0.000000e+000,9.992328e-003,0.000000e+000,3,9.759509e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773257773.155,,1.000000e+003,2.999995e+002,2.728544e-004,0.000000e+000,1.040633e-002,0.000000e+000,3,9.743401e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773257894.971,,1.500000e+003,2.999995e+002,2.676442e-004,0.000000e+000,1.069027e-002,0.000000e+000,3,9.734315e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773258016.544,,2.000000e+003,3.000038e+002,2.632638e-004,0.000000e+000,1.121621e-002,0.000000e+000,3,9.738717e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773258133.934,,2.500000e+003,2.999995e+002,2.588173e-004,0.000000e+000,1.073768e-002,0.000000e+000,3,9.734118e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773258250.243,,3.000000e+003,3.000038e+002,2.542358e-004,0.000000e+000,1.140305e-002,0.000000e+000,3,9.720135e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773258363.327,,3.500000e+003,2.999995e+002,2.496282e-004,0.000000e+000,1.146010e-002,0.000000e+000,3,9.724016e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773258476.285,,4.000000e+003,3.000038e+002,2.450150e-004,0.000000e+000,1.154276e-002,0.000000e+000,3,9.716005e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773258589.754,,4.500000e+003,3.000038e+002,2.405214e-004,0.000000e+000,1.207281e-002,0.000000e+000,3,9.701802e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773258703.969,,5.000000e+003,3.000038e+002,2.360734e-004,0.000000e+000,1.264214e-002,0.000000e+000,3,9.689476e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773258812.606,,5.500000e+003,3.000038e+002,2.316032e-004,0.000000e+000,1.252375e-002,0.000000e+000,3,9.686430e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773258917.696,,6.000000e+003,2.999995e+002,2.268516e-004,0.000000e+000,1.258037e-002,0.000000e+000,3,9.683041e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773259022.376,,6.500000e+003,3.000082e+002,2.222182e-004,0.000000e+000,1.293118e-002,0.000000e+000,3,9.677900e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773259137.206,,7.000000e+003,3.000038e+002,2.176267e-004,0.000000e+000,1.325484e-002,0.000000e+000,3,9.665401e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
1773259241.766,,7.500000e+003,2.999995e+002,2.132710e-004,0.000000e+000,1.395684e-002,0.000000e+000,3,9.647112e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773259350.536,,8.000000e+003,2.999995e+002,2.083342e-004,0.000000e+000,1.372181e-002,0.000000e+000,3,9.649310e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773259460.580,,8.500000e+003,3.000082e+002,2.041141e-004,0.000000e+000,1.451701e-002,0.000000e+000,3,9.621205e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773259574.075,,9.000000e+003,2.999995e+002,1.996535e-004,0.000000e+000,1.512965e-002,0.000000e+000,3,9.606711e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773259683.947,,9.500000e+003,2.999995e+002,1.945963e-004,0.000000e+000,1.499926e-002,0.000000e+000,3,9.615645e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,0.000000e+000,0,,0,
1773259794.317,,1.000000e+004,2.999952e+002,1.899690e-004,0.000000e+000,1.562602e-002,0.000000e+000,3,9.588003e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.000000e+000,5,1,8.697510e-003,0,,0,
